CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Churn_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
769911858,-0.7891255345317383,4,High School,Unknown,Less than $40K,-0.24147306395666054,3,4,1,0.05667564552553534,1.0,0.02297684930316113,1.405,0.036775342160899074,0.07751937984496124,2.333,0.76,0,0,1.0,0.0,0.0,0.0
810347208,0.5830583652268129,4,Unknown,Married,$120K +,1.261152396859007,6,1,3,1.0000000000000002,0.8994835121176004,0.9344015298583143,1.975,0.04562145321019251,0.1627906976744186,0.722,0.066,1,0,0.0,1.0,0.0,0.0
818906208,-1.7870774616288665,0,High School,Unknown,$60K - $80K,-1.1180045827657998,2,2,2,0.8356899058882571,0.5546285260230434,0.8020745805928201,2.204,0.057193724268387675,0.20155038759689922,0.714,0.048,1,0,0.0,0.0,0.0,1.0
708790833,-0.5396375527574563,5,Uneducated,Unknown,$120K +,-0.6171294291605774,5,3,2,0.1605220435520003,0.5828367103694875,0.15292788224726914,0.831,0.03844441971736953,0.248062015503876,0.68,0.217,1,0,1.0,0.0,0.0,0.0
710821833,2.3294742376467874,1,Unknown,Married,$40K - $60K,2.262902704069452,6,2,3,0.23147619090807406,0.6305125148986889,0.2174542925854026,1.433,0.04473127851340826,0.12403100775193798,1.364,0.174,1,0,1.0,0.0,0.0,0.0
816082233,-1.4128454889674433,3,Graduate,Unknown,$60K - $80K,-0.7423482175618831,5,1,3,0.21490913818070786,0.6618990862137465,0.19928722510358415,1.163,0.04456437075776121,0.17829457364341086,2.0,0.195,1,0,1.0,0.0,0.0,0.0
714885258,-0.29014957098317423,4,Unknown,Unknown,$80K - $120K,0.13418330124725636,5,1,2,0.08451917757280586,0.38617401668653156,0.09442818648045664,1.707,0.04662289974407477,0.1317829457364341,1.7,0.23,1,0,1.0,0.0,0.0,0.0
753327333,-0.6643815436445972,3,Unknown,Married,$80K - $120K,-0.24147306395666054,4,4,1,0.3657055962173912,0.512912197059992,0.35467794744009506,0.653,0.028819405808389893,0.08527131782945738,1.625,0.095,1,0,1.0,0.0,0.0,0.0
709327383,-0.1654055800960332,2,Graduate,Married,Unknown,0.13418330124725636,6,1,2,0.39397237413725866,0.4596742153357171,0.3856517833859705,0.966,0.038778235228663624,0.08527131782945738,0.909,0.08,0,0,1.0,0.0,0.0,0.0
811604133,0.08408240167824883,4,Unknown,Single,Less than $40K,0.008964512845950725,3,3,2,0.03185529828252872,0.6197854588796186,0.026917393445947905,0.573,0.034271725826193394,0.1007751937984496,0.353,0.626,0,0,1.0,0.0,0.0,0.0
789124683,0.9572903378882359,2,Unknown,Married,$80K - $120K,0.7602772432537845,4,2,3,0.325860020497193,0.0,0.35389563352939474,1.075,0.033381551129409145,0.08527131782945738,0.75,0.0,1,0,1.0,0.0,0.0,0.0
720466383,1.581010292323941,1,High School,Unknown,$40K - $60K,1.261152396859007,4,1,2,0.4034651744226473,0.5458879618593564,0.38846231854663466,0.921,0.03822187604317348,0.1007751937984496,1.3,0.093,1,0,1.0,0.0,0.0,0.0
804424383,2.0799862558725053,1,Unknown,Married,$60K - $80K,2.5133402808720633,3,3,2,0.2653358607158297,0.40127135478744536,0.26662417060238175,0.843,0.07755647045732725,0.23255813953488372,1.0,0.099,1,0,1.0,0.0,0.0,0.0
718813833,-0.29014957098317423,3,Uneducated,Single,Unknown,-0.24147306395666054,5,2,2,0.26185919819092623,0.0,0.29255642801263293,0.525,0.03015466785356626,0.06201550387596899,1.571,0.0,0,0,1.0,0.0,0.0,0.0
778348233,0.832546347001095,3,Unknown,Married,$80K - $120K,-0.36669185235796614,3,2,3,0.0397458106216575,0.7195073500198649,0.027207139338799872,0.977,0.02937576499388005,0.11627906976744187,2.571,0.658,1,0,1.0,0.0,0.0,0.0
715190283,1.331522310549659,1,Graduate,Unknown,$40K - $60K,1.636808762062924,3,3,2,0.06752887897284274,0.3520063567739372,0.08063628198070293,1.32,0.05307666629576055,0.13953488372093023,0.556,0.241,0,0,1.0,0.0,0.0,0.0
708300483,2.4542182285339282,0,Doctorate,Married,Unknown,2.5133402808720633,5,4,3,0.19480495923235294,0.24036551450139054,0.21076116246052212,1.052,0.010793368198508953,0.046511627906976744,0.143,0.077,0,1,1.0,0.0,0.0,0.0
758551608,0.5830583652268129,2,Unknown,Married,$40K - $60K,1.0107148200563958,4,1,0,0.14410615006484734,0.8756456098529996,0.11584040796221715,0.803,0.046567263825525756,0.13953488372093023,0.556,0.355,1,0,1.0,0.0,0.0,0.0
720572508,-1.0386135163060204,4,Graduate,Single,Unknown,-0.9927857943644943,2,3,3,0.2536965992194137,0.8164481525625745,0.22519050792455017,0.977,0.02959830866807611,0.1007751937984496,0.917,0.209,0,0,1.0,0.0,0.0,0.0
720756708,0.7078023561139539,3,Unknown,Married,Less than $40K,0.6350584548524789,6,3,2,0.03578543852807179,0.6154151767977751,0.031002810535160664,1.321,0.07610993657505286,0.15503875968992248,1.143,0.591,0,0,1.0,0.0,0.0,0.0
712813458,0.33357038345253087,2,Unknown,Married,$120K +,0.008964512845950725,4,2,0,0.5539895458269469,1.0,0.49960884304464986,0.664,0.05029487036830978,0.19379844961240308,0.25,0.127,1,0,1.0,0.0,0.0,0.0
717891558,0.33357038345253087,4,Graduate,Unknown,Less than $40K,0.008964512845950725,6,4,2,0.05622216780489576,0.8740564163686929,0.03172717526729059,0.678,0.03015466785356626,0.17054263565891473,0.6,0.667,0,0,1.0,0.0,0.0,0.0
711427458,-0.29014957098317423,5,Graduate,Married,Unknown,-0.1162542755553549,4,1,2,0.14616191573174678,0.38855780691299163,0.1533335264972619,2.275,0.04723489484811394,0.11627906976744187,1.083,0.156,0,0,1.0,0.0,0.0,0.0
787584108,1.082034328775377,3,Unknown,Married,$80K - $120K,1.3863711852603127,4,2,3,0.060394162834779934,0.8009535160905841,0.04105699301712399,0.901,0.03265828418827195,0.17829457364341086,0.833,0.587,1,0,1.0,0.0,0.0,0.0
719580033,0.9572903378882359,1,Graduate,Unknown,$60K - $80K,0.8854960316550902,4,2,3,0.044492210764351815,0.8065156932856575,0.025410714803117667,0.769,0.04150439523756537,0.08527131782945738,0.4,0.698,1,0,1.0,0.0,0.0,0.0
715156383,-0.29014957098317423,1,Unknown,Unknown,$120K +,0.008964512845950725,6,2,2,1.0000000000000002,0.6090584028605482,0.9555819546257932,0.924,0.06081005897407367,0.14728682170542637,0.526,0.044,1,0,1.0,0.0,0.0,0.0
711013983,1.082034328775377,4,Unknown,Married,$40K - $60K,1.1359336084577014,2,4,3,0.02175786103628729,0.0,0.06244023990959928,0.585,0.005841771447646599,0.015503875968992248,0.714,0.0,0,1,1.0,0.0,0.0,0.0
755420433,1.581010292323941,1,Graduate,Married,Unknown,2.012465127266841,2,3,3,0.2628568491763333,0.5629717918156536,0.25245559644192045,0.383,0.031044842550350508,0.07751937984496124,0.818,0.14,0,0,1.0,0.0,0.0,0.0
778992108,1.331522310549659,2,Unknown,Married,$120K +,1.1359336084577014,5,3,3,0.11571844475280932,0.0,0.1524932634079912,1.702,0.055969734060309334,0.14728682170542637,1.636,0.0,1,0,1.0,0.0,0.0,0.0
715550508,-0.1654055800960332,3,Unknown,Married,Unknown,-0.9927857943644943,5,1,2,0.0331552677483622,0.9694080254270957,0.002665662214238113,1.705,0.044620006676310234,0.07751937984496124,1.222,0.963,0,0,1.0,0.0,0.0,0.0
711887583,0.08408240167824883,2,Unknown,Married,$80K - $120K,0.13418330124725636,2,3,3,0.12125087294461226,0.6468017481128328,0.1106249818908817,0.696,0.01813730944697897,0.06201550387596899,0.385,0.299,1,1,1.0,0.0,0.0,0.0
714778833,0.33357038345253087,3,Graduate,Single,Unknown,0.8854960316550902,4,4,0,0.6528174570783337,0.77870480731029,0.6104656216498131,0.619,0.04334038054968288,0.09302325581395349,1.0,0.085,0,0,1.0,0.0,0.0,0.0
713843283,-0.6643815436445972,3,Unknown,Married,Unknown,-0.24147306395666054,5,3,3,1.0000000000000002,0.8156535558204211,0.9405151681974908,1.034,0.05435629242238789,0.12403100775193798,0.733,0.059,0,0,0.0,0.0,0.0,1.0
713572683,-0.29014957098317423,3,High School,Unknown,$60K - $80K,-1.368442159568411,3,3,0,0.012809234015666152,0.0,0.05386376148118101,0.883,0.03983531768109491,0.186046511627907,0.789,0.0,1,0,1.0,0.0,0.0,0.0
808284783,1.9552422649853642,1,Unknown,Married,Less than $40K,2.5133402808720633,6,0,0,0.0,0.0,0.041587228001043086,0.813,0.08017135862913097,0.26356589147286824,1.095,0.0,0,0,1.0,0.0,0.0,0.0
708476808,0.9572903378882359,4,Unknown,Single,$120K +,0.008964512845950725,6,3,2,0.9780819101690869,0.77870480731029,0.9222032277692465,0.618,0.029876488260821187,0.1627906976744186,0.824,0.058,1,0,1.0,0.0,0.0,0.0
708492558,-0.5396375527574563,3,Unknown,Married,$60K - $80K,0.008964512845950725,5,3,3,0.4126556562276095,0.34366309098132697,0.4120186596354997,0.939,0.03321464337376209,0.08527131782945738,1.625,0.057,1,0,1.0,0.0,0.0,0.0
826762908,0.7078023561139539,3,High School,Unknown,$80K - $120K,1.5115899736616183,3,2,0,0.31857414511891696,0.5057608263806118,0.3100281053516067,1.024,0.08784911538889507,0.20155038759689922,1.118,0.106,1,0,1.0,0.0,0.0,0.0
710806083,0.45831437433967187,1,Uneducated,Unknown,Less than $40K,0.008964512845950725,4,2,2,0.3159137424911648,0.8303535955502582,0.2838061020485035,0.7,0.034883720930232565,0.15503875968992248,0.765,0.176,0,0,0.0,0.0,0.0,1.0
822063408,-0.41489356187031523,4,Unknown,Married,$40K - $60K,0.3846208780498676,5,1,2,0.14126435634883927,1.0,0.104047750123142,0.632,0.03955713808834985,0.046511627906976744,2.2,0.412,1,0,1.0,0.0,0.0,0.0
711112683,2.0799862558725053,1,Graduate,Married,Unknown,0.008964512845950725,6,2,3,0.07644727414542124,0.6229638458482321,0.06942311592733173,1.236,0.06381439857572048,0.14728682170542637,1.231,0.395,0,0,1.0,0.0,0.0,0.0
789968058,0.5830583652268129,1,Unknown,Single,$120K +,0.7602772432537845,6,2,3,0.22969251187355835,0.9245133094954311,0.19430359574653028,0.649,0.03454990541893847,0.06201550387596899,0.636,0.258,1,0,1.0,0.0,0.0,0.0
